Population Size;Elitism Size;Fitness;Time
16;6;0.058823529411764705;4593.141007423401
24;6;0.058823529411764705;5958.855908870697
20;6;0.058823529411764705;5426.657761335373
16;2;0.058823529411764705;5275.84641456604
36;6;0.058823529411764705;4100.488435268402
44;2;0.058823529411764705;6542.068485736847
40;2;0.058823529411764705;5637.747325658798
48;6;0.058823529411764705;6361.280170917511
