crossover_rate;mutation_rate;Fitness;Time
0.22058881548698372;0.579823820958352;0.09090909090909091;393.5405607223511
0.3731440310265422;0.62898168136478;0.09090909090909091;333.03521609306335
0.047187897394509126;0.6793164752052355;0.09090909090909091;403.59205079078674
0.1373631637919846;0.9445303978098207;0.09090909090909091;142.11340951919556
0.7901873782653425;0.8558824938900179;0.09090909090909091;152.53530931472778
0.6809354768813104;0.0742503788480181;0.09090909090909091;142.18369221687317
0.9559518950972694;0.7323581486076951;0.09090909090909091;222.81736183166504
0.19377729245544384;0.5017004548847372;0.09090909090909091;142.44964718818665
0.6181473197463597;0.653512927291705;0.09090909090909091;453.910129070282
0.08828986141777795;0.9221450021784219;0.09090909090909091;102.16176772117615
0.4143650346973594;0.2635564847382144;0.09090909090909091;142.35148191452026
0.8195496423720573;0.48202191364503594;0.09090909090909091;92.04425096511841
0.6336984908474459;0.047379353251939316;0.09090909090909091;152.50439882278442
0.9147386595567053;0.16957726325756617;0.09090909090909091;182.31516695022583
0.4637768841397403;0.27346877214720683;0.09090909090909091;112.25425362586975
0.5549176456910331;0.8820217980565628;0.09090909090909091;202.70883750915527
0.23594422464045617;0.4639471156927698;0.09090909090909091;152.1514286994934
0.11746263821375463;0.7500686083479564;0.09090909090909091;142.14206552505493
0.47539434289288274;0.02935487821627114;0.09090909090909091;142.51427912712097
0.3559311554618779;0.2248499418793386;0.09090909090909091;112.2524266242981
