crossover_rate;mutation_rate;Fitness;Time
0.7577447676775639;0.12585134078864046;0.09090909090909091;283.4632167816162
0.43558012707363036;0.19777162179922847;0.09090909090909091;132.41799139976501
0.3279891165625556;0.2911494091031712;0.09090909090909091;242.9984221458435
0.9617815626744074;0.22562632388821935;0.09090909090909091;92.26999711990356
0.9794274637032906;0.598000970206341;0.09090909090909091;242.86574983596802
0.06705599897296455;0.30073730779940455;0.09090909090909091;142.55301690101624
0.572412088486035;0.24231950178173378;0.09090909090909091;192.57087922096252
0.08981963322466235;0.3221286626538994;0.09090909090909091;192.612779378891
0.7688043592589685;0.8665562083937152;0.09090909090909091;353.15483832359314
0.8547076141490293;0.09529994130988106;0.09090909090909091;72.19253444671631
0.39454709699506074;0.09444113964966483;0.09090909090909091;72.11478686332703
0.029070418897673922;0.5174080961239712;0.09090909090909091;182.60155725479126
0.7716067480120968;0.12528084307437326;0.09090909090909091;82.01261234283447
0.8773374554022797;0.8654948377711902;0.09090909090909091;504.11421632766724
0.913117115112009;0.0628449228934086;0.09090909090909091;122.33459067344666
0.16996559866647554;0.04452856879248601;0.09090909090909091;71.98645853996277
0.7118830448326351;0.7088321906210735;0.09090909090909091;363.4603681564331
0.6866607121065197;0.34445141973899174;0.09090909090909091;202.84743666648865
0.9863899321878473;0.5231385174207891;0.09090909090909091;192.5148298740387
0.7269822120893796;0.9130330554976137;0.09090909090909091;293.2452666759491
