crossover_rate;mutation_rate;Fitness;Solution Found At;Max Iterations ;Time
0.34069564711796035;0.2837130818961042;0.25;5;5;1287.5848505496979
0.8135651555828592;0.7491651840977509;0.25;3;3;142.39891052246094
0.5747321153080575;0.9216740596571744;0.25;7;7;252.78979754447937
0.17521690477855772;0.3886333722573505;0.25;10;10;242.82443356513977
0.7993774927198738;0.4059040870508014;0.25;9;9;242.8235502243042
0.22031157755463165;0.672377772504014;0.25;3;3;132.31756329536438
0.9910809153850736;0.4796194804097091;0.25;9;9;262.9007592201233
0.023721250667047833;0.06815699046275758;0.25;3;3;92.35014414787292
0.06875392092912935;0.03185539133129356;0.25;4;4;102.10389637947083
0.6507411383442934;0.8525401618577281;0.25;2;2;112.3134274482727
0.7351909295346192;0.4539126163331782;0.25;7;7;192.49913454055786
0.8769770976782287;0.1709892621966173;0.25;3;3;112.18411803245544
0.7055955470979527;0.359196978375913;0.25;7;7;192.31313562393188
0.9061152214674227;0.867412129834217;0.25;16;16;493.9854383468628
0.6787417569116516;0.21066787051243718;0.25;4;4;132.04849696159363
0.24441837599391908;0.9549371730591248;0.25;1;1;92.0755922794342
0.9625785944958628;0.31280315665238934;0.25;5;5;162.64859414100647
0.8359900781343068;0.03598491309559759;0.25;4;4;112.25114631652832
0.37503458619211916;0.23916446891138066;0.25;2;2;92.08403539657593
0.1418647314364324;0.5894439709955265;0.25;11;11;283.0509350299835
0.4467104596010866;0.7202808088912365;0.25;6;6;202.49071955680847
0.41160703902666435;0.5357797295816176;0.25;3;3;122.07666659355164
0.5114969975911836;0.12128167552270552;0.25;2;2;82.1522741317749
0.6282106019148975;0.6179577099517252;0.25;3;3;132.11987686157227
0.544945808528436;0.15987830114483242;0.25;4;4;112.17006134986877
0.04629000361901425;0.8295869019494482;0.25;1;1;82.1649899482727
0.30106024700628314;0.6404095758184274;0.25;6;6;192.26398587226868
0.485603833617957;0.7993472801247071;0.25;5;5;182.26960825920105
0.29295298845489665;0.5134951187470873;0.25;2;2;102.03105163574219
0.12378895238607329;0.9736392089639462;0.25;3;3;152.4278564453125
0.2980229420169805;0.3006070993336418;0.25;2;2;91.88673543930054
0.432978762509742;0.30846638801346227;0.25;3;3;102.25372266769409
0.44079771748474694;0.6369173444722912;0.25;3;3;132.2646996974945
0.5438677466372464;0.09798998332546627;0.25;4;4;112.17246174812317
0.7153504178361338;0.4059040870508014;0.25;8;8;222.7958710193634
0.18707555740905868;0.1866583623226818;0.25;2;2;82.11181974411011
0.20823110354655255;0.34250692602632216;0.25;4;4;122.26661348342896
0.023721250667047833;0.7961229453032699;0.25;1;1;82.05408501625061
0.3677370307773991;0.03185539133129356;0.25;2;2;81.78741526603699
0.16807213259924575;0.8525401618577281;0.25;7;7;253.0365514755249
0.21244302041748198;0.5580109713021455;0.25;6;6;182.53001379966736
0.5065057745908842;0.19878831688197812;0.25;4;4;122.17670822143555
0.6592403146269072;0.26169175834617575;0.25;4;4;122.25205302238464
0.4709098850898323;0.288742113104114;0.25;2;2;92.29605650901794
0.3023073303008996;0.21066787051243718;0.25;3;3;102.01989006996155
0.5550388662289976;0.9549371730591248;0.25;3;3;142.35588550567627
